OBJECTID,FIPS,NAME,COUNTY,HSR,MAP_SYMBOL,CTYREG_EST,STATE_AVG,POPOVER18,HSR_SYMBOL,DELMCC,MCONFINT
102,08109977600,"Census Tract 9776, Saguache County, Colorado",Saguache,8,Lowest Quintile,County/Regional Estimate 18.6% (95% C.I.: 10 - 27.3),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2786,Lowest Quintile,9.6,95% C.I.: 7.8 - 12.4
103,08109977700,"Census Tract 9777, Saguache County, Colorado",Saguache,8,Highest Quintile,County/Regional Estimate 18.6% (95% C.I.: 10 - 27.3),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2043,Highest Quintile,22.4,95% C.I.: 19.5 - 26.9
104,08105976700,"Census Tract 9767, Rio Grande County, Colorado",Rio Grande,8,Middle Quintile,County/Regional Estimate 13% (95% C.I.: 6.2 - 19.9),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3630,Second Quintile,13,95% C.I.: 10.9 - 16.2
105,08105977000,"Census Tract 9770, Rio Grande County, Colorado",Rio Grande,8,Second Quintile,County/Regional Estimate 13% (95% C.I.: 6.2 - 19.9),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3622,Second Quintile,11.8,95% C.I.: 10.3 - 13.9
106,08105976800,"Census Tract 9768, Rio Grande County, Colorado",Rio Grande,8,Highest Quintile,County/Regional Estimate 13% (95% C.I.: 6.2 - 19.9),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1649,Highest Quintile,17.4,95% C.I.: 14.9 - 20.8
107,08077001706,"Census Tract 17.06, Mesa County, Colorado",Mesa,19,Fourth Quintile,County/Regional Estimate 14.2% (95% C.I.: 12.1 - 16.3),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4632,Fourth Quintile,14.9,95% C.I.: 14.2 - 15.8
108,08077001707,"Census Tract 17.07, Mesa County, Colorado",Mesa,19,Fourth Quintile,County/Regional Estimate 14.2% (95% C.I.: 12.1 - 16.3),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4583,Fourth Quintile,14.9,95% C.I.: 14.2 - 15.6
109,08077001001,"Census Tract 10.01, Mesa County, Colorado",Mesa,19,Second Quintile,County/Regional Estimate 14.2% (95% C.I.: 12.1 - 16.3),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3687,Lowest Quintile,10.9,95% C.I.: 10.4 - 11.4
110,08077000602,"Census Tract 6.02, Mesa County, Colorado",Mesa,19,Fourth Quintile,County/Regional Estimate 14.2% (95% C.I.: 12.1 - 16.3),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3974,Highest Quintile,15.3,95% C.I.: 14.5 - 16.1
111,08077000500,"Census Tract 5, Mesa County, Colorado",Mesa,19,Fourth Quintile,County/Regional Estimate 14.2% (95% C.I.: 12.1 - 16.3),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2905,Highest Quintile,15.3,95% C.I.: 14.4 - 16.2
112,08077000400,"Census Tract 4, Mesa County, Colorado",Mesa,19,Fourth Quintile,County/Regional Estimate 14.2% (95% C.I.: 12.1 - 16.3),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2748,Middle Quintile,14.2,95% C.I.: 13.5 - 14.9
113,08077001302,"Census Tract 13.02, Mesa County, Colorado",Mesa,19,Middle Quintile,County/Regional Estimate 14.2% (95% C.I.: 12.1 - 16.3),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3575,Second Quintile,13.1,95% C.I.: 12.6 - 13.8
114,08077001102,"Census Tract 11.02, Mesa County, Colorado",Mesa,19,Fourth Quintile,County/Regional Estimate 14.2% (95% C.I.: 12.1 - 16.3),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3576,Middle Quintile,13.7,95% C.I.: 13 - 14.4
115,08077000300,"Census Tract 3, Mesa County, Colorado",Mesa,19,Fourth Quintile,County/Regional Estimate 14.2% (95% C.I.: 12.1 - 16.3),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1074,Middle Quintile,14.2,95% C.I.: 13.6 - 15
116,08077000200,"Census Tract 2, Mesa County, Colorado",Mesa,19,Highest Quintile,County/Regional Estimate 14.2% (95% C.I.: 12.1 - 16.3),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1878,Highest Quintile,16.9,95% C.I.: 16 - 17.9
117,08077001404,"Census Tract 14.04, Mesa County, Colorado",Mesa,19,Middle Quintile,County/Regional Estimate 14.2% (95% C.I.: 12.1 - 16.3),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3866,Lowest Quintile,12.9,95% C.I.: 12.3 - 13.5
118,08077001501,"Census Tract 15.01, Mesa County, Colorado",Mesa,19,Fourth Quintile,County/Regional Estimate 14.2% (95% C.I.: 12.1 - 16.3),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),9306,Fourth Quintile,14.2,95% C.I.: 13.6 - 14.9
119,08077001403,"Census Tract 14.03, Mesa County, Colorado",Mesa,19,Middle Quintile,County/Regional Estimate 14.2% (95% C.I.: 12.1 - 16.3),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2897,Second Quintile,13.3,95% C.I.: 12.7 - 13.9
120,08077001301,"Census Tract 13.01, Mesa County, Colorado",Mesa,19,Fourth Quintile,County/Regional Estimate 14.2% (95% C.I.: 12.1 - 16.3),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),6421,Fourth Quintile,14.7,95% C.I.: 14 - 15.6
121,08077001002,"Census Tract 10.02, Mesa County, Colorado",Mesa,19,Fourth Quintile,County/Regional Estimate 14.2% (95% C.I.: 12.1 - 16.3),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),5383,Middle Quintile,13.7,95% C.I.: 13 - 14.4
122,08077000900,"Census Tract 9, Mesa County, Colorado",Mesa,19,Fourth Quintile,County/Regional Estimate 14.2% (95% C.I.: 12.1 - 16.3),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1926,Highest Quintile,15.1,95% C.I.: 14.3 - 16.1
123,08077001101,"Census Tract 11.01, Mesa County, Colorado",Mesa,19,Fourth Quintile,County/Regional Estimate 14.2% (95% C.I.: 12.1 - 16.3),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),6104,Second Quintile,13.7,95% C.I.: 13 - 14.3
124,08077000800,"Census Tract 8, Mesa County, Colorado",Mesa,19,Fourth Quintile,County/Regional Estimate 14.2% (95% C.I.: 12.1 - 16.3),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),6423,Fourth Quintile,14.8,95% C.I.: 14.1 - 15.6
125,08077000700,"Census Tract 7, Mesa County, Colorado",Mesa,19,Highest Quintile,County/Regional Estimate 14.2% (95% C.I.: 12.1 - 16.3),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3178,Highest Quintile,16.9,95% C.I.: 15.9 - 18
126,08077001900,"Census Tract 19, Mesa County, Colorado",Mesa,19,Fourth Quintile,County/Regional Estimate 14.2% (95% C.I.: 12.1 - 16.3),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4005,Fourth Quintile,14.6,95% C.I.: 14 - 15.1
127,08077000601,"Census Tract 6.01, Mesa County, Colorado",Mesa,19,Middle Quintile,County/Regional Estimate 14.2% (95% C.I.: 12.1 - 16.3),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3330,Lowest Quintile,13,95% C.I.: 12.4 - 13.7
128,08077001402,"Census Tract 14.02, Mesa County, Colorado",Mesa,19,Middle Quintile,County/Regional Estimate 14.2% (95% C.I.: 12.1 - 16.3),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4883,Lowest Quintile,12.4,95% C.I.: 12 - 13
129,08077001600,"Census Tract 16, Mesa County, Colorado",Mesa,19,Middle Quintile,County/Regional Estimate 14.2% (95% C.I.: 12.1 - 16.3),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2685,Lowest Quintile,12.4,95% C.I.: 11.9 - 13
130,08077001502,"Census Tract 15.02, Mesa County, Colorado",Mesa,19,Fourth Quintile,County/Regional Estimate 14.2% (95% C.I.: 12.1 - 16.3),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),5689,Middle Quintile,13.7,95% C.I.: 13.2 - 14.3
131,08077001703,"Census Tract 17.03, Mesa County, Colorado",Mesa,19,Middle Quintile,County/Regional Estimate 14.2% (95% C.I.: 12.1 - 16.3),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3427,Second Quintile,13.4,95% C.I.: 12.8 - 14.1
132,08077001800,"Census Tract 18, Mesa County, Colorado",Mesa,19,Middle Quintile,County/Regional Estimate 14.2% (95% C.I.: 12.1 - 16.3),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2387,Second Quintile,13.4,95% C.I.: 12.7 - 14.1
133,08077001702,"Census Tract 17.02, Mesa County, Colorado",Mesa,19,Fourth Quintile,County/Regional Estimate 14.2% (95% C.I.: 12.1 - 16.3),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3922,Second Quintile,13.5,95% C.I.: 12.9 - 14.1
134,08077001705,"Census Tract 17.05, Mesa County, Colorado",Mesa,19,Fourth Quintile,County/Regional Estimate 14.2% (95% C.I.: 12.1 - 16.3),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3773,Highest Quintile,15.3,95% C.I.: 14.4 - 16.3
135,08077001200,"Census Tract 12, Mesa County, Colorado",Mesa,19,Middle Quintile,County/Regional Estimate 14.2% (95% C.I.: 12.1 - 16.3),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1971,Lowest Quintile,13,95% C.I.: 12.4 - 13.6
136,08019014900,"Census Tract 149, Clear Creek County, Colorado",Clear Creek,17,Lowest Quintile,County/Regional Estimate 6.6% (95% C.I.: 2 - 11.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2082,Lowest Quintile,9.7,95% C.I.: 5.1 - 6.8
137,08053973100,"Census Tract 9731, Hinsdale County, Colorado",Hinsdale,10,Lowest Quintile,County/Regional Estimate 12% (95% C.I.: 9.7 - 14.3),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),734,Lowest Quintile,6.3,95% C.I.: 4.2 - 11.3
138,08015000401,"Census Tract 4.01, Chaffee County, Colorado",Chaffee,13,Middle Quintile,County/Regional Estimate 14.6% (95% C.I.: 9.9 - 19.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3717,Second Quintile,12,95% C.I.: 12 - 15.4
139,08015000402,"Census Tract 4.02, Chaffee County, Colorado",Chaffee,13,Second Quintile,County/Regional Estimate 14.6% (95% C.I.: 9.9 - 19.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2756,Lowest Quintile,10.5,95% C.I.: 10.5 - 15.4
140,08015000100,"Census Tract 1, Chaffee County, Colorado",Chaffee,13,Middle Quintile,County/Regional Estimate 14.6% (95% C.I.: 9.9 - 19.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2197,Middle Quintile,12.9,95% C.I.: 12.9 - 17.6
141,08015000200,"Census Tract 2, Chaffee County, Colorado",Chaffee,13,Second Quintile,County/Regional Estimate 14.6% (95% C.I.: 9.9 - 19.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3706,Lowest Quintile,11.1,95% C.I.: 11.1 - 14.9
142,08015000300,"Census Tract 3, Chaffee County, Colorado",Chaffee,13,Middle Quintile,County/Regional Estimate 14.6% (95% C.I.: 9.9 - 19.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3059,Second Quintile,12.1,95% C.I.: 12.1 - 15.1
143,08111972600,"Census Tract 9726, San Juan County, Colorado",San Juan,9,Lowest Quintile,County/Regional Estimate 12% (95% C.I.: 9.9 - 14.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),541,Lowest Quintile,3.3,95% C.I.: 2.4 - 18.9
144,08085966502,"Census Tract 9665.02, Montrose County, Colorado",Montrose,10,Middle Quintile,County/Regional Estimate 13.2% (95% C.I.: 9.3 - 17.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3144,Highest Quintile,13.3,95% C.I.: 12.1 - 14.6
145,08085966601,"Census Tract 9666.01, Montrose County, Colorado",Montrose,10,Fourth Quintile,County/Regional Estimate 13.2% (95% C.I.: 9.3 - 17.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3264,Highest Quintile,13.5,95% C.I.: 12.3 - 15.1
146,08085966602,"Census Tract 9666.02, Montrose County, Colorado",Montrose,10,Middle Quintile,County/Regional Estimate 13.2% (95% C.I.: 9.3 - 17.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3616,Fourth Quintile,12.3,95% C.I.: 11.5 - 13.3
147,08085966201,"Census Tract 9662.01, Montrose County, Colorado",Montrose,10,Middle Quintile,County/Regional Estimate 13.2% (95% C.I.: 9.3 - 17.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2147,Middle Quintile,12,95% C.I.: 11.1 - 13.9
148,08085966503,"Census Tract 9665.03, Montrose County, Colorado",Montrose,10,Fourth Quintile,County/Regional Estimate 13.2% (95% C.I.: 9.3 - 17.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2400,Highest Quintile,14.8,95% C.I.: 13.5 - 16.2
149,08085966501,"Census Tract 9665.01, Montrose County, Colorado",Montrose,10,Second Quintile,County/Regional Estimate 13.2% (95% C.I.: 9.3 - 17.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2355,Middle Quintile,10.9,95% C.I.: 10.1 - 11.9
150,08085966202,"Census Tract 9662.02, Montrose County, Colorado",Montrose,10,Middle Quintile,County/Regional Estimate 13.2% (95% C.I.: 9.3 - 17.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3200,Highest Quintile,13.1,95% C.I.: 11.9 - 14.6
151,08085966100,"Census Tract 9661, Montrose County, Colorado",Montrose,10,Fourth Quintile,County/Regional Estimate 13.2% (95% C.I.: 9.3 - 17.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1825,Highest Quintile,15.1,95% C.I.: 13.9 - 16.4
152,08085966400,"Census Tract 9664, Montrose County, Colorado",Montrose,10,Middle Quintile,County/Regional Estimate 13.2% (95% C.I.: 9.3 - 17.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4825,Fourth Quintile,12.1,95% C.I.: 11.2 - 13.3
153,08085966300,"Census Tract 9663, Montrose County, Colorado",Montrose,10,Fourth Quintile,County/Regional Estimate 13.2% (95% C.I.: 9.3 - 17.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4749,Highest Quintile,13.9,95% C.I.: 12.6 - 15.5
154,08007940400,"Census Tract 9404, Archuleta County, Colorado",Archuleta,9,Middle Quintile,County/Regional Estimate 13.4% (95% C.I.: 7.1 - 19.6),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1129,Fourth Quintile,12.9,95% C.I.: 11.3 - 16.5
155,08007974200,"Census Tract 9742, Archuleta County, Colorado",Archuleta,9,Second Quintile,County/Regional Estimate 13.4% (95% C.I.: 7.1 - 19.6),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4361,Lowest Quintile,10.9,95% C.I.: 9.5 - 14.2
156,08007974400,"Census Tract 9744, Archuleta County, Colorado",Archuleta,9,Fourth Quintile,County/Regional Estimate 13.4% (95% C.I.: 7.1 - 19.6),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1791,Highest Quintile,13.5,95% C.I.: 12.1 - 16.7
157,08007974300,"Census Tract 9743, Archuleta County, Colorado",Archuleta,9,Second Quintile,County/Regional Estimate 13.4% (95% C.I.: 7.1 - 19.6),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2709,Lowest Quintile,10.8,95% C.I.: 9.4 - 14.4
158,08093000500,"Census Tract 5, Park County, Colorado",Park,17,Lowest Quintile,County/Regional Estimate 9.7% (95% C.I.: 5.3 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2184,Lowest Quintile,9.8,95% C.I.: 8.6 - 11.7
159,08093000400,"Census Tract 4, Park County, Colorado",Park,17,Second Quintile,County/Regional Estimate 9.7% (95% C.I.: 5.3 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1230,Second Quintile,10.2,95% C.I.: 9 - 11.5
160,08093000100,"Census Tract 1, Park County, Colorado",Park,17,Second Quintile,County/Regional Estimate 9.7% (95% C.I.: 5.3 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4738,Middle Quintile,11.5,95% C.I.: 10.1 - 13.2
161,08093000300,"Census Tract 3, Park County, Colorado",Park,17,Second Quintile,County/Regional Estimate 9.7% (95% C.I.: 5.3 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2225,Middle Quintile,11.3,95% C.I.: 10.2 - 12.7
162,08093000200,"Census Tract 2, Park County, Colorado",Park,17,Second Quintile,County/Regional Estimate 9.7% (95% C.I.: 5.3 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3038,Second Quintile,11.3,95% C.I.: 10.1 - 13
163,08001009606,"Census Tract 96.06, Adams County, Colorado",Adams,14,Highest Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.9 - 18.6),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2136,Highest Quintile,18,95% C.I.: 17.4 - 18.5
164,08001009320,"Census Tract 93.20, Adams County, Colorado",Adams,14,Highest Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.9 - 18.6),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2046,Highest Quintile,17.5,95% C.I.: 16.9 - 18
165,08001009409,"Census Tract 94.09, Adams County, Colorado",Adams,14,Fourth Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.9 - 18.6),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4391,Lowest Quintile,14.4,95% C.I.: 14 - 14.9
166,08001009322,"Census Tract 93.22, Adams County, Colorado",Adams,14,Fourth Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.9 - 18.6),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2994,Second Quintile,14.9,95% C.I.: 14.5 - 15.4
167,08001009607,"Census Tract 96.07, Adams County, Colorado",Adams,14,Highest Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.9 - 18.6),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3864,Fourth Quintile,16.8,95% C.I.: 16.3 - 17.4
168,08001009304,"Census Tract 93.04, Adams County, Colorado",Adams,14,Highest Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.9 - 18.6),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4871,Fourth Quintile,16.7,95% C.I.: 16.2 - 17.2
169,08001060200,"Census Tract 602, Adams County, Colorado",Adams,14,Highest Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.9 - 18.6),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2802,Middle Quintile,16.3,95% C.I.: 15.9 - 16.8
170,08001009325,"Census Tract 93.25, Adams County, Colorado",Adams,14,Fourth Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.9 - 18.6),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4197,Second Quintile,15.2,95% C.I.: 14.7 - 15.6
171,08069001601,"Census Tract 16.01, Larimer County, Colorado",Larimer,2,Second Quintile,County/Regional Estimate 11.8% (95% C.I.: 10 - 13.5),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1357,Second Quintile,10.3,95% C.I.: 9.9 - 10.8
172,08069001301,"Census Tract 13.01, Larimer County, Colorado",Larimer,2,Lowest Quintile,County/Regional Estimate 11.8% (95% C.I.: 10 - 13.5),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3207,Second Quintile,9.7,95% C.I.: 9.4 - 10.1
173,08069001114,"Census Tract 11.14, Larimer County, Colorado",Larimer,2,Lowest Quintile,County/Regional Estimate 11.8% (95% C.I.: 10 - 13.5),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1842,Lowest Quintile,9.2,95% C.I.: 8.8 - 9.5
174,08069001113,"Census Tract 11.13, Larimer County, Colorado",Larimer,2,Second Quintile,County/Regional Estimate 11.8% (95% C.I.: 10 - 13.5),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2627,Middle Quintile,11.1,95% C.I.: 10.7 - 11.6
175,08069001107,"Census Tract 11.07, Larimer County, Colorado",Larimer,2,Middle Quintile,County/Regional Estimate 11.8% (95% C.I.: 10 - 13.5),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4556,Highest Quintile,13,95% C.I.: 12.5 - 13.5
176,08069001104,"Census Tract 11.04, Larimer County, Colorado",Larimer,2,Middle Quintile,County/Regional Estimate 11.8% (95% C.I.: 10 - 13.5),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4855,Highest Quintile,12.8,95% C.I.: 12.4 - 13.3
177,08069001112,"Census Tract 11.12, Larimer County, Colorado",Larimer,2,Second Quintile,County/Regional Estimate 11.8% (95% C.I.: 10 - 13.5),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3184,Middle Quintile,11.4,95% C.I.: 11 - 11.9
178,08069001010,"Census Tract 10.10, Larimer County, Colorado",Larimer,2,Lowest Quintile,County/Regional Estimate 11.8% (95% C.I.: 10 - 13.5),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2098,Lowest Quintile,7.2,95% C.I.: 7 - 7.6
179,08069001007,"Census Tract 10.07, Larimer County, Colorado",Larimer,2,Middle Quintile,County/Regional Estimate 11.8% (95% C.I.: 10 - 13.5),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3095,Highest Quintile,12.6,95% C.I.: 12.1 - 13.1
180,08069000300,"Census Tract 3, Larimer County, Colorado",Larimer,2,Second Quintile,County/Regional Estimate 11.8% (95% C.I.: 10 - 13.5),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2382,Second Quintile,10.4,95% C.I.: 10 - 10.8
181,08069002700,"Census Tract 27, Larimer County, Colorado",Larimer,2,Lowest Quintile,County/Regional Estimate 11.8% (95% C.I.: 10 - 13.5),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4230,Lowest Quintile,9.6,95% C.I.: 9.2 - 9.9
182,08069002600,"Census Tract 26, Larimer County, Colorado",Larimer,2,Lowest Quintile,County/Regional Estimate 11.8% (95% C.I.: 10 - 13.5),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),5473,Lowest Quintile,9.5,95% C.I.: 9.2 - 9.9
183,08001015000,"Census Tract 150, Adams County, Colorado",Adams,14,Fourth Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.9 - 18.6),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2169,Lowest Quintile,14,95% C.I.: 13.5 - 14.4
184,08001008538,"Census Tract 85.38, Adams County, Colorado",Adams,14,Highest Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.9 - 18.6),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4183,Middle Quintile,16.3,95% C.I.: 15.8 - 16.9
185,08001009326,"Census Tract 93.26, Adams County, Colorado",Adams,14,Fourth Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.9 - 18.6),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2132,Lowest Quintile,13.8,95% C.I.: 13.3 - 14.2
186,08001009206,"Census Tract 92.06, Adams County, Colorado",Adams,14,Highest Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.9 - 18.6),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1591,Middle Quintile,16.1,95% C.I.: 15.6 - 16.6
187,08001008546,"Census Tract 85.46, Adams County, Colorado",Adams,14,Highest Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.9 - 18.6),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2262,Second Quintile,15.5,95% C.I.: 15 - 15.9
188,08001008526,"Census Tract 85.26, Adams County, Colorado",Adams,14,Fourth Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.9 - 18.6),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),5123,Second Quintile,15,95% C.I.: 14.6 - 15.4
189,08001008901,"Census Tract 89.01, Adams County, Colorado",Adams,14,Highest Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.9 - 18.6),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1685,Middle Quintile,16.2,95% C.I.: 15.7 - 16.8
190,08001009608,"Census Tract 96.08, Adams County, Colorado",Adams,14,Fourth Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.9 - 18.6),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2592,Lowest Quintile,14.9,95% C.I.: 14.5 - 15.4
191,08001009604,"Census Tract 96.04, Adams County, Colorado",Adams,14,Fourth Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.9 - 18.6),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3601,Lowest Quintile,14.5,95% C.I.: 14 - 15
192,08001009202,"Census Tract 92.02, Adams County, Colorado",Adams,14,Highest Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.9 - 18.6),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3076,Fourth Quintile,17.1,95% C.I.: 16.5 - 17.6
193,08001008801,"Census Tract 88.01, Adams County, Colorado",Adams,14,Highest Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.9 - 18.6),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3546,Fourth Quintile,17.1,95% C.I.: 16.6 - 17.7
