OBJECTID,FIPS,NAME,COUNTY,HSR,MAP_SYMBOL,CTYREG_EST,STATE_AVG,POPOVER18,HSR_SYMBOL,DELMCC,MCONFINT
980,08005082600,"Census Tract 826, Arapahoe County, Colorado",Arapahoe,15,Highest Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3589,Highest Quintile,17.2,95% C.I.: 16.6 - 17.8
981,08005080200,"Census Tract 802, Arapahoe County, Colorado",Arapahoe,15,Fourth Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4383,Fourth Quintile,13.9,95% C.I.: 13.4 - 14.4
982,08041003801,"Census Tract 38.01, El Paso County, Colorado",El Paso,4,Fourth Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1200,Highest Quintile,14.8,95% C.I.: 14.4 - 15.2
983,08041005111,"Census Tract 51.11, El Paso County, Colorado",El Paso,4,Fourth Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4695,Fourth Quintile,14.1,95% C.I.: 13.7 - 14.6
984,08041007101,"Census Tract 71.01, El Paso County, Colorado",El Paso,4,Fourth Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4308,Highest Quintile,14.1,95% C.I.: 13.7 - 14.5
985,08041007201,"Census Tract 72.01, El Paso County, Colorado",El Paso,4,Middle Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),5100,Middle Quintile,12.9,95% C.I.: 12.6 - 13.2
986,08041006901,"Census Tract 69.01, El Paso County, Colorado",El Paso,4,Fourth Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3633,Fourth Quintile,13.9,95% C.I.: 13.5 - 14.2
987,08041006301,"Census Tract 63.01, El Paso County, Colorado",El Paso,4,Fourth Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3488,Highest Quintile,15.1,95% C.I.: 14.6 - 15.6
988,08041006302,"Census Tract 63.02, El Paso County, Colorado",El Paso,4,Highest Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4226,Highest Quintile,15.7,95% C.I.: 15.2 - 16.3
989,08041005110,"Census Tract 51.10, El Paso County, Colorado",El Paso,4,Fourth Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2918,Fourth Quintile,13.6,95% C.I.: 13.2 - 14
990,08041006801,"Census Tract 68.01, El Paso County, Colorado",El Paso,4,Middle Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3269,Middle Quintile,12.9,95% C.I.: 12.6 - 13.2
991,08041006802,"Census Tract 68.02, El Paso County, Colorado",El Paso,4,Middle Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2737,Fourth Quintile,13.2,95% C.I.: 12.9 - 13.6
992,08041004601,"Census Tract 46.01, El Paso County, Colorado",El Paso,4,Middle Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3047,Lowest Quintile,12,95% C.I.: 11.8 - 12.3
993,08041004511,"Census Tract 45.11, El Paso County, Colorado",El Paso,4,Fourth Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),5180,Fourth Quintile,13.4,95% C.I.: 13 - 13.8
994,08041004602,"Census Tract 46.02, El Paso County, Colorado",El Paso,4,Middle Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2853,Lowest Quintile,11.9,95% C.I.: 11.6 - 12.2
995,08041007601,"Census Tract 76.01, El Paso County, Colorado",El Paso,4,Middle Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4972,Second Quintile,12.4,95% C.I.: 12.1 - 12.7
996,08041007602,"Census Tract 76.02, El Paso County, Colorado",El Paso,4,Middle Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2616,Second Quintile,12.3,95% C.I.: 12 - 12.6
997,08041007202,"Census Tract 72.02, El Paso County, Colorado",El Paso,4,Middle Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),6427,Lowest Quintile,11.9,95% C.I.: 11.6 - 12.3
998,08041003802,"Census Tract 38.02, El Paso County, Colorado",El Paso,4,Fourth Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3828,Highest Quintile,14.2,95% C.I.: 13.9 - 14.6
999,08041003307,"Census Tract 33.07, El Paso County, Colorado",El Paso,4,Middle Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2711,Middle Quintile,13,95% C.I.: 12.6 - 13.4
1000,08041003400,"Census Tract 34, El Paso County, Colorado",El Paso,4,Second Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2915,Lowest Quintile,11.6,95% C.I.: 11.4 - 11.9
1001,08041006700,"Census Tract 67, El Paso County, Colorado",El Paso,4,Second Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),5083,Lowest Quintile,11.7,95% C.I.: 11.4 - 12
1002,08041003701,"Census Tract 37.01, El Paso County, Colorado",El Paso,4,Middle Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),5707,Second Quintile,12.3,95% C.I.: 12.1 - 12.6
1003,08041004100,"Census Tract 41, El Paso County, Colorado",El Paso,4,Middle Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3564,Second Quintile,12.6,95% C.I.: 12.2 - 13
1004,08041004200,"Census Tract 42, El Paso County, Colorado",El Paso,4,Middle Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2888,Middle Quintile,12.9,95% C.I.: 12.5 - 13.3
1005,08041004508,"Census Tract 45.08, El Paso County, Colorado",El Paso,4,Fourth Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4402,Fourth Quintile,13.9,95% C.I.: 13.5 - 14.4
1006,08041004507,"Census Tract 45.07, El Paso County, Colorado",El Paso,4,Middle Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2475,Middle Quintile,12.7,95% C.I.: 12.3 - 13.2
1007,08041004506,"Census Tract 45.06, El Paso County, Colorado",El Paso,4,Middle Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3368,Second Quintile,12.5,95% C.I.: 12.1 - 12.9
1008,08041004300,"Census Tract 43, El Paso County, Colorado",El Paso,4,Fourth Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4823,Fourth Quintile,14,95% C.I.: 13.5 - 14.5
1009,08041005000,"Census Tract 50, El Paso County, Colorado",El Paso,4,Fourth Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3900,Fourth Quintile,13.9,95% C.I.: 13.5 - 14.3
1010,08041006200,"Census Tract 62, El Paso County, Colorado",El Paso,4,Fourth Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4224,Highest Quintile,14.5,95% C.I.: 14 - 15
1011,08041006100,"Census Tract 61, El Paso County, Colorado",El Paso,4,Highest Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2829,Highest Quintile,15.7,95% C.I.: 15.2 - 16.3
1012,08041006000,"Census Tract 60, El Paso County, Colorado",El Paso,4,Middle Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4521,Middle Quintile,12.9,95% C.I.: 12.5 - 13.4
1013,08041005900,"Census Tract 59, El Paso County, Colorado",El Paso,4,Middle Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),5624,Middle Quintile,12.7,95% C.I.: 12.3 - 13.1
1014,08041005800,"Census Tract 58, El Paso County, Colorado",El Paso,4,Second Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2443,Lowest Quintile,11.7,95% C.I.: 11.3 - 12
1015,08041005700,"Census Tract 57, El Paso County, Colorado",El Paso,4,Middle Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4800,Second Quintile,12.2,95% C.I.: 11.8 - 12.5
1016,08041005602,"Census Tract 56.02, El Paso County, Colorado",El Paso,4,Middle Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2469,Second Quintile,12.2,95% C.I.: 11.8 - 12.5
1017,08041004703,"Census Tract 47.03, El Paso County, Colorado",El Paso,4,Middle Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4692,Middle Quintile,12.8,95% C.I.: 12.4 - 13.1
1018,08041004009,"Census Tract 40.09, El Paso County, Colorado",El Paso,4,Highest Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1208,Highest Quintile,15.5,95% C.I.: 14.9 - 16.1
1019,08041005202,"Census Tract 52.02, El Paso County, Colorado",El Paso,4,Middle Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2202,Middle Quintile,13.1,95% C.I.: 12.7 - 13.6
1020,08041003905,"Census Tract 39.05, El Paso County, Colorado",El Paso,4,Middle Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2728,Second Quintile,12.4,95% C.I.: 12.1 - 12.7
1021,08041003706,"Census Tract 37.06, El Paso County, Colorado",El Paso,4,Middle Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3614,Second Quintile,12.4,95% C.I.: 12.1 - 12.7
1022,08041003705,"Census Tract 37.05, El Paso County, Colorado",El Paso,4,Middle Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4311,Second Quintile,12.5,95% C.I.: 12.2 - 12.8
1023,08041003000,"Census Tract 30, El Paso County, Colorado",El Paso,4,Middle Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3930,Second Quintile,12.4,95% C.I.: 12.1 - 12.8
1024,08041003303,"Census Tract 33.03, El Paso County, Colorado",El Paso,4,Middle Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4603,Middle Quintile,13,95% C.I.: 12.6 - 13.5
1025,08041004503,"Census Tract 45.03, El Paso County, Colorado",El Paso,4,Fourth Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),8677,Fourth Quintile,13.7,95% C.I.: 13.3 - 14.2
1026,08041002900,"Census Tract 29, El Paso County, Colorado",El Paso,4,Fourth Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4507,Fourth Quintile,13.7,95% C.I.: 13.2 - 14.2
1027,08041002000,"Census Tract 20, El Paso County, Colorado",El Paso,4,Middle Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),5300,Fourth Quintile,13.2,95% C.I.: 12.8 - 13.7
1028,08041004502,"Census Tract 45.02, El Paso County, Colorado",El Paso,4,Middle Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3759,Fourth Quintile,13.3,95% C.I.: 12.9 - 13.8
1029,08041001900,"Census Tract 19, El Paso County, Colorado",El Paso,4,Middle Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3547,Second Quintile,12.6,95% C.I.: 12.2 - 13
1030,08041001800,"Census Tract 18, El Paso County, Colorado",El Paso,4,Middle Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1673,Middle Quintile,12.7,95% C.I.: 12.4 - 13.1
1031,08041001700,"Census Tract 17, El Paso County, Colorado",El Paso,4,Fourth Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1836,Fourth Quintile,13.8,95% C.I.: 13.4 - 14.3
1032,08041001600,"Census Tract 16, El Paso County, Colorado",El Paso,4,Fourth Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3313,Highest Quintile,14.4,95% C.I.: 14 - 14.8
1033,08041001500,"Census Tract 15, El Paso County, Colorado",El Paso,4,Middle Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1936,Second Quintile,12.3,95% C.I.: 12 - 12.7
1034,08041003906,"Census Tract 39.06, El Paso County, Colorado",El Paso,4,Middle Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),5184,Second Quintile,12.2,95% C.I.: 11.9 - 12.6
1035,08041001101,"Census Tract 11.01, El Paso County, Colorado",El Paso,4,Middle Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1034,Fourth Quintile,13.2,95% C.I.: 12.8 - 13.6
1036,08041001000,"Census Tract 10, El Paso County, Colorado",El Paso,4,Second Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1828,Lowest Quintile,11.1,95% C.I.: 10.8 - 11.4
1037,08041000900,"Census Tract 9, El Paso County, Colorado",El Paso,4,Middle Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2017,Second Quintile,12.2,95% C.I.: 11.9 - 12.4
1038,08041005109,"Census Tract 51.09, El Paso County, Colorado",El Paso,4,Middle Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),5466,Middle Quintile,12.9,95% C.I.: 12.5 - 13.3
1039,08041005105,"Census Tract 51.05, El Paso County, Colorado",El Paso,4,Fourth Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4759,Fourth Quintile,13.9,95% C.I.: 13.6 - 14.3
1040,08041005107,"Census Tract 51.07, El Paso County, Colorado",El Paso,4,Fourth Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),5839,Fourth Quintile,13.8,95% C.I.: 13.4 - 14.2
1041,08041007102,"Census Tract 71.02, El Paso County, Colorado",El Paso,4,Middle Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),6244,Middle Quintile,13,95% C.I.: 12.6 - 13.3
1042,08041004705,"Census Tract 47.05, El Paso County, Colorado",El Paso,4,Fourth Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),5412,Fourth Quintile,13.7,95% C.I.: 13.3 - 14
1043,08041005106,"Census Tract 51.06, El Paso County, Colorado",El Paso,4,Fourth Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),7549,Highest Quintile,14.2,95% C.I.: 13.8 - 14.6
1044,08041004706,"Census Tract 47.06, El Paso County, Colorado",El Paso,4,Middle Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3500,Fourth Quintile,13.4,95% C.I.: 13 - 13.7
1045,08041006902,"Census Tract 69.02, El Paso County, Colorado",El Paso,4,Fourth Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3740,Fourth Quintile,13.5,95% C.I.: 13.2 - 13.9
1046,08041004603,"Census Tract 46.03, El Paso County, Colorado",El Paso,4,Fourth Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3926,Highest Quintile,14.3,95% C.I.: 13.9 - 14.7
1047,08041004510,"Census Tract 45.10, El Paso County, Colorado",El Paso,4,Fourth Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),5319,Highest Quintile,14.1,95% C.I.: 13.7 - 14.6
1048,08041005108,"Census Tract 51.08, El Paso County, Colorado",El Paso,4,Fourth Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),6146,Fourth Quintile,13.5,95% C.I.: 13.1 - 13.9
1049,08041003308,"Census Tract 33.08, El Paso County, Colorado",El Paso,4,Fourth Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4561,Highest Quintile,14.4,95% C.I.: 14 - 14.8
1050,08041003305,"Census Tract 33.05, El Paso County, Colorado",El Paso,4,Second Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),5760,Lowest Quintile,11.9,95% C.I.: 11.5 - 12.2
1051,08041004401,"Census Tract 44.01, El Paso County, Colorado",El Paso,4,Fourth Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),5032,Highest Quintile,15.1,95% C.I.: 14.7 - 15.5
1052,08041004403,"Census Tract 44.03, El Paso County, Colorado",El Paso,4,Highest Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),654,Highest Quintile,15.8,95% C.I.: 15.3 - 16.4
1053,08041004402,"Census Tract 44.02, El Paso County, Colorado",El Paso,4,Highest Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),5365,Highest Quintile,15.4,95% C.I.: 15 - 15.9
1054,08041003306,"Census Tract 33.06, El Paso County, Colorado",El Paso,4,Middle Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2477,Lowest Quintile,12.1,95% C.I.: 11.8 - 12.5
1055,08041005104,"Census Tract 51.04, El Paso County, Colorado",El Paso,4,Middle Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),5247,Middle Quintile,13,95% C.I.: 12.7 - 13.4
1056,08041005502,"Census Tract 55.02, El Paso County, Colorado",El Paso,4,Fourth Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3593,Fourth Quintile,14,95% C.I.: 13.6 - 14.5
1057,08041004702,"Census Tract 47.02, El Paso County, Colorado",El Paso,4,Fourth Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1757,Highest Quintile,14.2,95% C.I.: 13.8 - 14.5
1058,08041000101,"Census Tract 1.01, El Paso County, Colorado",El Paso,4,Middle Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),5159,Lowest Quintile,11.9,95% C.I.: 11.6 - 12.3
1059,08041008000,"Census Tract 80, El Paso County, Colorado",El Paso,4,Middle Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3403,Middle Quintile,13,95% C.I.: 12.7 - 13.4
1060,08041003709,"Census Tract 37.09, El Paso County, Colorado",El Paso,4,Middle Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),5260,Middle Quintile,12.8,95% C.I.: 12.4 - 13.1
1061,08041007400,"Census Tract 74, El Paso County, Colorado",El Paso,4,Second Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),6251,Lowest Quintile,11.4,95% C.I.: 11.1 - 11.7
1062,08041003707,"Census Tract 37.07, El Paso County, Colorado",El Paso,4,Middle Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3174,Middle Quintile,13,95% C.I.: 12.7 - 13.3
1063,08041003708,"Census Tract 37.08, El Paso County, Colorado",El Paso,4,Middle Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2396,Fourth Quintile,13.3,95% C.I.: 12.9 - 13.7
1064,08041006502,"Census Tract 65.02, El Paso County, Colorado",El Paso,4,Fourth Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4492,Highest Quintile,15,95% C.I.: 14.5 - 15.5
1065,08041006600,"Census Tract 66, El Paso County, Colorado",El Paso,4,Second Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2093,Lowest Quintile,11.1,95% C.I.: 10.8 - 11.4
1066,08041006501,"Census Tract 65.01, El Paso County, Colorado",El Paso,4,Fourth Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2505,Highest Quintile,14.3,95% C.I.: 13.8 - 14.9
1067,08041006400,"Census Tract 64, El Paso County, Colorado",El Paso,4,Fourth Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),5225,Highest Quintile,15.3,95% C.I.: 14.8 - 15.8
1068,08041005601,"Census Tract 56.01, El Paso County, Colorado",El Paso,4,Middle Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3663,Second Quintile,12.2,95% C.I.: 11.9 - 12.6
1069,08041005400,"Census Tract 54, El Paso County, Colorado",El Paso,4,Fourth Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4059,Highest Quintile,15,95% C.I.: 14.5 - 15.6
1070,08041005300,"Census Tract 53, El Paso County, Colorado",El Paso,4,Fourth Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3611,Highest Quintile,15,95% C.I.: 14.4 - 15.5
1071,08041005201,"Census Tract 52.01, El Paso County, Colorado",El Paso,4,Fourth Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3288,Highest Quintile,14.2,95% C.I.: 13.7 - 14.8
1072,08041004800,"Census Tract 48, El Paso County, Colorado",El Paso,4,Middle Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3950,Middle Quintile,12.6,95% C.I.: 12.3 - 13
1073,08041002700,"Census Tract 27, El Paso County, Colorado",El Paso,4,Middle Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2429,Lowest Quintile,12.1,95% C.I.: 11.8 - 12.6
1074,08041002501,"Census Tract 25.01, El Paso County, Colorado",El Paso,4,Second Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2631,Lowest Quintile,10.9,95% C.I.: 10.6 - 11.1
1075,08041002502,"Census Tract 25.02, El Paso County, Colorado",El Paso,4,Middle Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3384,Second Quintile,12.5,95% C.I.: 12.1 - 12.9
1076,08041002400,"Census Tract 24, El Paso County, Colorado",El Paso,4,Second Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4191,Lowest Quintile,11.7,95% C.I.: 11.4 - 12.1
1077,08041002200,"Census Tract 22, El Paso County, Colorado",El Paso,4,Middle Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2095,Fourth Quintile,13.4,95% C.I.: 13 - 13.8
1078,08041002102,"Census Tract 21.02, El Paso County, Colorado",El Paso,4,Fourth Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3525,Highest Quintile,14.3,95% C.I.: 13.8 - 14.8
1079,08041003100,"Census Tract 31, El Paso County, Colorado",El Paso,4,Lowest Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3588,Lowest Quintile,9.9,95% C.I.: 9.6 - 10.2
