OBJECTID,FIPS,NAME,COUNTY,HSR,PHYSH,POPOVER18,MAP_SYMBOL,CTYREG_EST,STATE_AVG,HSR_SYMBOL,MCONFINT
202,08001060100,"Census Tract 601, Adams County, Colorado",Adams,14,12.5,5145,Highest Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.4 - 12.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 12.1 - 12.9
203,08001009410,"Census Tract 94.10, Adams County, Colorado",Adams,14,12.6,2436,Highest Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.4 - 12.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 12.2 - 13
204,08001008802,"Census Tract 88.02, Adams County, Colorado",Adams,14,9.8,3148,Fourth Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.4 - 12.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 9.4 - 10.3
205,08001008529,"Census Tract 85.29, Adams County, Colorado",Adams,14,11,5773,Highest Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.4 - 12.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 10.6 - 11.4
206,08001008534,"Census Tract 85.34, Adams County, Colorado",Adams,14,11.4,3441,Highest Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.4 - 12.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 10.9 - 11.8
207,08001009103,"Census Tract 91.03, Adams County, Colorado",Adams,14,10.9,2297,Highest Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.4 - 12.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 10.5 - 11.4
208,08001008603,"Census Tract 86.03, Adams County, Colorado",Adams,14,10,1549,Fourth Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.4 - 12.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 9.6 - 10.4
209,08001009408,"Census Tract 94.08, Adams County, Colorado",Adams,14,12.1,3235,Highest Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.4 - 12.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 11.7 - 12.5
210,08001008524,"Census Tract 85.24, Adams County, Colorado",Adams,14,11.6,5399,Highest Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.4 - 12.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 11.2 - 12
211,08001008508,"Census Tract 85.08, Adams County, Colorado",Adams,14,11.2,4082,Highest Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.4 - 12.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 10.8 - 11.6
212,08001008401,"Census Tract 84.01, Adams County, Colorado",Adams,14,12.5,3179,Highest Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.4 - 12.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 12.1 - 12.9
213,08001008523,"Census Tract 85.23, Adams County, Colorado",Adams,14,11.6,5311,Highest Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.4 - 12.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 11.2 - 12
214,08001008402,"Census Tract 84.02, Adams County, Colorado",Adams,14,12.6,3246,Highest Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.4 - 12.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 12.2 - 13
215,08069002802,"Census Tract 28.02, Larimer County, Colorado",Larimer,2,8,4749,Second Quintile,County/Regional Estimate 7.5% (95% C.I.: 6.3 - 8.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 7.7 - 8.3
216,08069002503,"Census Tract 25.03, Larimer County, Colorado",Larimer,2,6.9,2764,Lowest Quintile,County/Regional Estimate 7.5% (95% C.I.: 6.3 - 8.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 6.6 - 7.2
217,08069001608,"Census Tract 16.08, Larimer County, Colorado",Larimer,2,7.5,3459,Second Quintile,County/Regional Estimate 7.5% (95% C.I.: 6.3 - 8.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 7.1 - 7.8
218,08069001607,"Census Tract 16.07, Larimer County, Colorado",Larimer,2,7.9,2562,Second Quintile,County/Regional Estimate 7.5% (95% C.I.: 6.3 - 8.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 7.6 - 8.3
219,08125963100,"Census Tract 9631, Yuma County, Colorado",Yuma,1,8.5,3111,Middle Quintile,County/Regional Estimate 10% (95% C.I.: 4.7 - 15.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 7 - 10.5
220,08001008547,"Census Tract 85.47, Adams County, Colorado",Adams,14,10.9,2976,Highest Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.4 - 12.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 10.5 - 11.3
221,08001008543,"Census Tract 85.43, Adams County, Colorado",Adams,14,11.6,5852,Highest Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.4 - 12.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 11.2 - 12
222,08001008544,"Census Tract 85.44, Adams County, Colorado",Adams,14,12.4,2973,Highest Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.4 - 12.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 12 - 12.9
223,08001008545,"Census Tract 85.45, Adams County, Colorado",Adams,14,12.3,5282,Highest Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.4 - 12.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 11.9 - 12.8
224,08001060000,"Census Tract 600, Adams County, Colorado",Adams,14,12.4,3479,Highest Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.4 - 12.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 12 - 12.8
225,08001061200,"Census Tract 612, Adams County, Colorado",Adams,14,11.6,1121,Highest Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.4 - 12.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 11.3 - 12
226,08001008549,"Census Tract 85.49, Adams County, Colorado",Adams,14,11.2,3012,Highest Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.4 - 12.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 10.8 - 11.6
227,08001008551,"Census Tract 85.51, Adams County, Colorado",Adams,14,11.6,977,Highest Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.4 - 12.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 11.2 - 12
228,08069001606,"Census Tract 16.06, Larimer County, Colorado",Larimer,2,7.8,2125,Second Quintile,County/Regional Estimate 7.5% (95% C.I.: 6.3 - 8.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 7.4 - 8.2
229,08069000505,"Census Tract 5.05, Larimer County, Colorado",Larimer,2,5.8,3145,Lowest Quintile,County/Regional Estimate 7.5% (95% C.I.: 6.3 - 8.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 5.5 - 6.2
230,08069000202,"Census Tract 2.02, Larimer County, Colorado",Larimer,2,6.1,2228,Lowest Quintile,County/Regional Estimate 7.5% (95% C.I.: 6.3 - 8.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 5.8 - 6.5
231,08069001307,"Census Tract 13.07, Larimer County, Colorado",Larimer,2,7.3,3221,Lowest Quintile,County/Regional Estimate 7.5% (95% C.I.: 6.3 - 8.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 6.9 - 7.6
232,08069002801,"Census Tract 28.01, Larimer County, Colorado",Larimer,2,7.9,2994,Second Quintile,County/Regional Estimate 7.5% (95% C.I.: 6.3 - 8.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 7.6 - 8.2
233,08069001808,"Census Tract 18.08, Larimer County, Colorado",Larimer,2,7.9,3956,Second Quintile,County/Regional Estimate 7.5% (95% C.I.: 6.3 - 8.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 7.6 - 8.3
234,08069001605,"Census Tract 16.05, Larimer County, Colorado",Larimer,2,5.8,3179,Lowest Quintile,County/Regional Estimate 7.5% (95% C.I.: 6.3 - 8.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 5.5 - 6.2
235,08069002502,"Census Tract 25.02, Larimer County, Colorado",Larimer,2,7.1,6124,Lowest Quintile,County/Regional Estimate 7.5% (95% C.I.: 6.3 - 8.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 6.8 - 7.5
236,08069002501,"Census Tract 25.01, Larimer County, Colorado",Larimer,2,8.4,6209,Middle Quintile,County/Regional Estimate 7.5% (95% C.I.: 6.3 - 8.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 8.1 - 8.8
237,08069002011,"Census Tract 20.11, Larimer County, Colorado",Larimer,2,7.3,4379,Lowest Quintile,County/Regional Estimate 7.5% (95% C.I.: 6.3 - 8.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 7 - 7.6
238,08001008550,"Census Tract 85.50, Adams County, Colorado",Adams,14,12.4,5787,Highest Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.4 - 12.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 12 - 12.9
239,08001008541,"Census Tract 85.41, Adams County, Colorado",Adams,14,13,3692,Highest Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.4 - 12.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 12.7 - 13.4
240,08001008540,"Census Tract 85.40, Adams County, Colorado",Adams,14,11.7,4853,Highest Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.4 - 12.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 11.3 - 12.1
241,08001008535,"Census Tract 85.35, Adams County, Colorado",Adams,14,10.8,2328,Fourth Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.4 - 12.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 10.4 - 11.2
242,08001008537,"Census Tract 85.37, Adams County, Colorado",Adams,14,10.7,4188,Fourth Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.4 - 12.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 10.3 - 11.1
243,08001008606,"Census Tract 86.06, Adams County, Colorado",Adams,14,10.6,4889,Fourth Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.4 - 12.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 10.1 - 11.1
244,08001988700,"Census Tract 9887, Adams County, Colorado",Adams,14,0,0,"No Estimate, Population < 50",County/Regional Estimate 10.9% (95% C.I.: 9.4 - 12.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),"No Estimate, Population < 50",95% C.I.: 0 - 0
245,08001009104,"Census Tract 91.04, Adams County, Colorado",Adams,14,10.5,3909,Fourth Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.4 - 12.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 10.1 - 11
246,08069002010,"Census Tract 20.10, Larimer County, Colorado",Larimer,2,7.4,2150,Lowest Quintile,County/Regional Estimate 7.5% (95% C.I.: 6.3 - 8.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 7.1 - 7.7
247,08069001809,"Census Tract 18.09, Larimer County, Colorado",Larimer,2,7.4,8136,Second Quintile,County/Regional Estimate 7.5% (95% C.I.: 6.3 - 8.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 7.1 - 7.8
248,08069001709,"Census Tract 17.09, Larimer County, Colorado",Larimer,2,7.4,10774,Lowest Quintile,County/Regional Estimate 7.5% (95% C.I.: 6.3 - 8.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 7.1 - 7.7
249,08069001708,"Census Tract 17.08, Larimer County, Colorado",Larimer,2,6.6,2574,Lowest Quintile,County/Regional Estimate 7.5% (95% C.I.: 6.3 - 8.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 6.3 - 7
250,08069001308,"Census Tract 13.08, Larimer County, Colorado",Larimer,2,7.5,4072,Second Quintile,County/Regional Estimate 7.5% (95% C.I.: 6.3 - 8.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 7.2 - 7.9
251,08069000802,"Census Tract 8.02, Larimer County, Colorado",Larimer,2,7.3,1110,Lowest Quintile,County/Regional Estimate 7.5% (95% C.I.: 6.3 - 8.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 6.9 - 7.7
252,08069000801,"Census Tract 8.01, Larimer County, Colorado",Larimer,2,6.8,1576,Lowest Quintile,County/Regional Estimate 7.5% (95% C.I.: 6.3 - 8.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 6.5 - 7.2
253,08069000506,"Census Tract 5.06, Larimer County, Colorado",Larimer,2,5.9,2710,Lowest Quintile,County/Regional Estimate 7.5% (95% C.I.: 6.3 - 8.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 5.6 - 6.2
254,08069000504,"Census Tract 5.04, Larimer County, Colorado",Larimer,2,5,3025,Lowest Quintile,County/Regional Estimate 7.5% (95% C.I.: 6.3 - 8.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 4.7 - 5.3
255,08069000503,"Census Tract 5.03, Larimer County, Colorado",Larimer,2,5.2,4838,Lowest Quintile,County/Regional Estimate 7.5% (95% C.I.: 6.3 - 8.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 4.9 - 5.6
256,08069000402,"Census Tract 4.02, Larimer County, Colorado",Larimer,2,5.9,2284,Lowest Quintile,County/Regional Estimate 7.5% (95% C.I.: 6.3 - 8.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 5.6 - 6.2
257,08069000401,"Census Tract 4.01, Larimer County, Colorado",Larimer,2,6.1,1668,Lowest Quintile,County/Regional Estimate 7.5% (95% C.I.: 6.3 - 8.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 5.8 - 6.5
258,08069000201,"Census Tract 2.01, Larimer County, Colorado",Larimer,2,4.8,3225,Lowest Quintile,County/Regional Estimate 7.5% (95% C.I.: 6.3 - 8.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 4.5 - 5.1
259,08069001902,"Census Tract 19.02, Larimer County, Colorado",Larimer,2,7.8,3726,Second Quintile,County/Regional Estimate 7.5% (95% C.I.: 6.3 - 8.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 7.4 - 8.2
260,08001008604,"Census Tract 86.04, Adams County, Colorado",Adams,14,9.7,3995,Fourth Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.4 - 12.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 9.3 - 10.2
261,08001008605,"Census Tract 86.05, Adams County, Colorado",Adams,14,11.8,2692,Highest Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.4 - 12.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 11.3 - 12.2
262,08001009553,"Census Tract 95.53, Adams County, Colorado",Adams,14,11.3,2282,Highest Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.4 - 12.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 10.8 - 11.8
263,08001008706,"Census Tract 87.06, Adams County, Colorado",Adams,14,9.8,3747,Fourth Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.4 - 12.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 9.4 - 10.3
264,08001009101,"Census Tract 91.01, Adams County, Colorado",Adams,14,10.6,3288,Fourth Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.4 - 12.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 10.2 - 11.1
265,08001009002,"Census Tract 90.02, Adams County, Colorado",Adams,14,10.2,6805,Fourth Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.4 - 12.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 9.8 - 10.7
266,08069002007,"Census Tract 20.07, Larimer County, Colorado",Larimer,2,7.7,2869,Second Quintile,County/Regional Estimate 7.5% (95% C.I.: 6.3 - 8.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 7.3 - 8
267,08069002005,"Census Tract 20.05, Larimer County, Colorado",Larimer,2,7.3,3879,Lowest Quintile,County/Regional Estimate 7.5% (95% C.I.: 6.3 - 8.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 7 - 7.7
268,08069002008,"Census Tract 20.08, Larimer County, Colorado",Larimer,2,7.4,2968,Second Quintile,County/Regional Estimate 7.5% (95% C.I.: 6.3 - 8.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 7.1 - 7.8
269,08069001903,"Census Tract 19.03, Larimer County, Colorado",Larimer,2,7.7,3230,Second Quintile,County/Regional Estimate 7.5% (95% C.I.: 6.3 - 8.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 7.5 - 8.1
270,08069001804,"Census Tract 18.04, Larimer County, Colorado",Larimer,2,7.4,2884,Second Quintile,County/Regional Estimate 7.5% (95% C.I.: 6.3 - 8.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 7.1 - 7.7
271,08069001901,"Census Tract 19.01, Larimer County, Colorado",Larimer,2,7,3347,Lowest Quintile,County/Regional Estimate 7.5% (95% C.I.: 6.3 - 8.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 6.7 - 7.4
272,08069001807,"Census Tract 18.07, Larimer County, Colorado",Larimer,2,7.9,4340,Second Quintile,County/Regional Estimate 7.5% (95% C.I.: 6.3 - 8.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 7.6 - 8.3
273,08001009308,"Census Tract 93.08, Adams County, Colorado",Adams,14,9.1,3376,Middle Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.4 - 12.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 8.6 - 9.5
274,08001009001,"Census Tract 90.01, Adams County, Colorado",Adams,14,10.7,3371,Fourth Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.4 - 12.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 10.3 - 11.2
275,08001009306,"Census Tract 93.06, Adams County, Colorado",Adams,14,11.3,2843,Highest Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.4 - 12.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 10.8 - 11.8
276,08001009318,"Census Tract 93.18, Adams County, Colorado",Adams,14,9.8,4149,Fourth Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.4 - 12.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 9.3 - 10.3
277,08001008705,"Census Tract 87.05, Adams County, Colorado",Adams,14,10.7,3766,Fourth Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.4 - 12.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 10.3 - 11.2
278,08001008533,"Census Tract 85.33, Adams County, Colorado",Adams,14,11.2,5745,Highest Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.4 - 12.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 10.8 - 11.6
279,08001009204,"Census Tract 92.04, Adams County, Colorado",Adams,14,11.1,5339,Highest Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.4 - 12.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 10.7 - 11.6
280,08001008507,"Census Tract 85.07, Adams County, Colorado",Adams,14,11.5,5373,Highest Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.4 - 12.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 11.1 - 12
281,08069001707,"Census Tract 17.07, Larimer County, Colorado",Larimer,2,7.2,4193,Lowest Quintile,County/Regional Estimate 7.5% (95% C.I.: 6.3 - 8.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 6.8 - 7.5
282,08069001806,"Census Tract 18.06, Larimer County, Colorado",Larimer,2,8,6093,Second Quintile,County/Regional Estimate 7.5% (95% C.I.: 6.3 - 8.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 7.6 - 8.4
283,08069001704,"Census Tract 17.04, Larimer County, Colorado",Larimer,2,7.2,6782,Lowest Quintile,County/Regional Estimate 7.5% (95% C.I.: 6.3 - 8.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 6.8 - 7.5
284,08069001706,"Census Tract 17.06, Larimer County, Colorado",Larimer,2,7.4,5084,Lowest Quintile,County/Regional Estimate 7.5% (95% C.I.: 6.3 - 8.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 7.1 - 7.7
285,08069001109,"Census Tract 11.09, Larimer County, Colorado",Larimer,2,6.6,3813,Lowest Quintile,County/Regional Estimate 7.5% (95% C.I.: 6.3 - 8.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 6.3 - 7
286,08069001106,"Census Tract 11.06, Larimer County, Colorado",Larimer,2,6.2,4000,Lowest Quintile,County/Regional Estimate 7.5% (95% C.I.: 6.3 - 8.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 5.9 - 6.5
287,08069001111,"Census Tract 11.11, Larimer County, Colorado",Larimer,2,6.6,2007,Lowest Quintile,County/Regional Estimate 7.5% (95% C.I.: 6.3 - 8.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 6.3 - 7
288,08001009203,"Census Tract 92.03, Adams County, Colorado",Adams,14,10.3,2842,Fourth Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.4 - 12.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 9.9 - 10.8
289,08001008505,"Census Tract 85.05, Adams County, Colorado",Adams,14,11.6,5492,Highest Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.4 - 12.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 11.2 - 12
290,08001008506,"Census Tract 85.06, Adams County, Colorado",Adams,14,11,4712,Highest Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.4 - 12.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 10.5 - 11.4
291,08001009501,"Census Tract 95.01, Adams County, Colorado",Adams,14,10.9,2186,Highest Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.4 - 12.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 10.4 - 11.4
292,08001009502,"Census Tract 95.02, Adams County, Colorado",Adams,14,10.7,3468,Fourth Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.4 - 12.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 10.3 - 11.2
293,08001009309,"Census Tract 93.09, Adams County, Colorado",Adams,14,11.4,2878,Highest Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.4 - 12.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 10.9 - 12
294,08001009310,"Census Tract 93.10, Adams County, Colorado",Adams,14,10.1,4291,Fourth Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.4 - 12.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 9.7 - 10.6
295,08001009319,"Census Tract 93.19, Adams County, Colorado",Adams,14,10.4,1800,Fourth Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.4 - 12.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 10 - 10.8
296,08069001110,"Census Tract 11.10, Larimer County, Colorado",Larimer,2,5.9,4987,Lowest Quintile,County/Regional Estimate 7.5% (95% C.I.: 6.3 - 8.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 5.6 - 6.2
297,08069001008,"Census Tract 10.08, Larimer County, Colorado",Larimer,2,7.2,1602,Lowest Quintile,County/Regional Estimate 7.5% (95% C.I.: 6.3 - 8.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 6.8 - 7.6
298,08069001004,"Census Tract 10.04, Larimer County, Colorado",Larimer,2,7.6,2548,Second Quintile,County/Regional Estimate 7.5% (95% C.I.: 6.3 - 8.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 7.3 - 8
299,08069001003,"Census Tract 10.03, Larimer County, Colorado",Larimer,2,6.3,4044,Lowest Quintile,County/Regional Estimate 7.5% (95% C.I.: 6.3 - 8.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 6 - 6.7
300,08069000902,"Census Tract 9.02, Larimer County, Colorado",Larimer,2,7,2928,Lowest Quintile,County/Regional Estimate 7.5% (95% C.I.: 6.3 - 8.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 6.6 - 7.4
301,08069001603,"Census Tract 16.03, Larimer County, Colorado",Larimer,2,7,4057,Lowest Quintile,County/Regional Estimate 7.5% (95% C.I.: 6.3 - 8.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 6.6 - 7.4
302,08069000901,"Census Tract 9.01, Larimer County, Colorado",Larimer,2,6.4,4569,Lowest Quintile,County/Regional Estimate 7.5% (95% C.I.: 6.3 - 8.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 6.2 - 6.8
